"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"100",506433,"Yu Darvish","661","15.1","0.227","0.000","0.455","0.227","0.219","0.229","0.208","5","22","92.2","21.3","2561","95.9","96.55","18","42","58","0.6","6.59","112","155","117","150","295","325","296"
