"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"661",506433,"Yu Darvish","661","100.0","0.222","0.076","0.317","0.297","0.248","0.284","0.239","35","158","87.2","13.5","2615","87.3","88.03","115","324","334","0.7","6.55","113","155","114","149","288","323","297"
